Sentence,Aspect,Polarity
"i was surprised by the small ice cream dessert from the restaurant to the birthday girl free of charge , but if they 're going to give a nice service the one ice cream scoop on a stick did n't leave a strong enough impression .",service,positive
"i was surprised by the small ice cream dessert from the restaurant to the birthday girl free of charge , but if they 're going to give a nice service the one ice cream scoop on a stick did n't leave a strong enough impression .","ice, cream, scoop",neutral
"while dining on a delicate lamb carpaccio , and grilled skate wing , the owner explained that due to low lunch - time patronage , they may be discontinuing lunch altogether .",dining,neutral
"while dining on a delicate lamb carpaccio , and grilled skate wing , the owner explained that due to low lunch - time patronage , they may be discontinuing lunch altogether .",owner,negative
"i was told(very snottily ) no , but then not even 10 minutes later another group of people came in , asked the same thing and because the same woman waiter knew them she gave them regular menus !",waiter,negative
"i was told(very snottily ) no , but then not even 10 minutes later another group of people came in , asked the same thing and because the same woman waiter knew them she gave them regular menus !",menus,neutral
seating is usually very prompt but expect a wait at peak times such as sunday brunch .,wait,negative
seating is usually very prompt but expect a wait at peak times such as sunday brunch .,brunch,neutral
the service was less than spectacular ( two waiters fought in front of us over which one got our table ) and the bread put out as an appetizer was sub - par .,waiters,negative
the service was less than spectacular ( two waiters fought in front of us over which one got our table ) and the bread put out as an appetizer was sub - par .,bread,neutral
the service was less than spectacular ( two waiters fought in front of us over which one got our table ) and the bread put out as an appetizer was sub - par .,appetizer,negative
"the atmosphere 's a bit grungy , yes , but the music and the coffee are good .",atmosphere,negative
"the atmosphere 's a bit grungy , yes , but the music and the coffee are good .",music,positive
"the atmosphere 's a bit grungy , yes , but the music and the coffee are good .",coffee,positive
"other temptations include spumoni , tortoni , cannoli , cookies ( try the pinoli ) , tarts and fluffy white cakes to order .",cannoli,neutral
"other temptations include spumoni , tortoni , cannoli , cookies ( try the pinoli ) , tarts and fluffy white cakes to order .",cookies,neutral
"other temptations include spumoni , tortoni , cannoli , cookies ( try the pinoli ) , tarts and fluffy white cakes to order .","white, cakes",positive
"the menu ranged from standard ( steak , duck and mussels - all fantastic ) to curious ( ostrich - awesome , and tartare - smoked not raw but still so good .",menu,neutral
"the menu ranged from standard ( steak , duck and mussels - all fantastic ) to curious ( ostrich - awesome , and tartare - smoked not raw but still so good .",steak,positive
"the menu ranged from standard ( steak , duck and mussels - all fantastic ) to curious ( ostrich - awesome , and tartare - smoked not raw but still so good .",duck,positive
"the food is decent , average bistro food , the decor is nice , but the service is poor , the waiters always seems to have to many tables andcant keep up with a good services .","bistro, food",neutral
"the food is decent , average bistro food , the decor is nice , but the service is poor , the waiters always seems to have to many tables andcant keep up with a good services .",decor,positive
"the food is decent , average bistro food , the decor is nice , but the service is poor , the waiters always seems to have to many tables andcant keep up with a good services .",waiters,positive
"the food is decent , average bistro food , the decor is nice , but the service is poor , the waiters always seems to have to many tables andcant keep up with a good services .",tables,negative
"it took 1 1/4 hours to get our appetizers ( how long does salad take ) and when we complained to the manager , he barely listened .",appetizers,neutral
"it took 1 1/4 hours to get our appetizers ( how long does salad take ) and when we complained to the manager , he barely listened .",salad,neutral
"it took 1 1/4 hours to get our appetizers ( how long does salad take ) and when we complained to the manager , he barely listened .",manager,negative
"i would have told the wait staff if anyone had asked me if i enjoyed my meal , but no one asked .","wait, staff",negative
"i would have told the wait staff if anyone had asked me if i enjoyed my meal , but no one asked .",meal,positive
"this time , the service was decent and the food was mediocre at best .",service,positive
"this time , the service was decent and the food was mediocre at best .",food,negative
"the food was pretty good , but due to our large size ( ~16 ) the manager asked us to limit our appetizers to just 3 selections b / c he did n't want to overburden his cooks .",manager,negative
"the food was pretty good , but due to our large size ( ~16 ) the manager asked us to limit our appetizers to just 3 selections b / c he did n't want to overburden his cooks .",appetizers,neutral
it is always hard to find a seat and the selection is not that great but it is one of the few places to get lunch for only a buck .,seat,neutral
it is always hard to find a seat and the selection is not that great but it is one of the few places to get lunch for only a buck .,selection,negative
"i love the food here , and although it is pricey , the entree comes with rice , naan , dal , and salad , which makes it worthwhile .",food,positive
"i love the food here , and although it is pricey , the entree comes with rice , naan , dal , and salad , which makes it worthwhile .",entree,neutral
"i love the food here , and although it is pricey , the entree comes with rice , naan , dal , and salad , which makes it worthwhile .",naan,neutral
"i love the food here , and although it is pricey , the entree comes with rice , naan , dal , and salad , which makes it worthwhile .",dal,neutral
"i love the food here , and although it is pricey , the entree comes with rice , naan , dal , and salad , which makes it worthwhile .",salad,positive
"i ' m not a fan of any of their appetizers or thai food , but their japanese food is great .",appetizers,neutral
"i ' m not a fan of any of their appetizers or thai food , but their japanese food is great .","thai, food",neutral
"i ' m not a fan of any of their appetizers or thai food , but their japanese food is great .","japanese, food",positive
"a bustling crew of sage green - shirted servers whisk plates of luncheon and light dinner favorites to power lunchers , tourists , and ladies who lunch .",crew,negative
"a bustling crew of sage green - shirted servers whisk plates of luncheon and light dinner favorites to power lunchers , tourists , and ladies who lunch .",servers,negative
"a bustling crew of sage green - shirted servers whisk plates of luncheon and light dinner favorites to power lunchers , tourists , and ladies who lunch .",plates,neutral
"a bustling crew of sage green - shirted servers whisk plates of luncheon and light dinner favorites to power lunchers , tourists , and ladies who lunch .",dinner,neutral
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up .,waiter,negative
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up .,dish,neutral
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up .,dessert,neutral
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up .,"mix, up",neutral
"the black duck is a great date place , whether going for dinner or just for a drink at their huge , antique - ish bar .","black, duck",positive
"the black duck is a great date place , whether going for dinner or just for a drink at their huge , antique - ish bar .",dinner,neutral
"the black duck is a great date place , whether going for dinner or just for a drink at their huge , antique - ish bar .",drink,neutral
"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",ambiance,positive
"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",service,positive
"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",sommlier,neutral
"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",captain,positive
"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .","back, waiters",neutral
"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",foods,positive
the other two entrees that were ordered were very large portions .,entrees,neutral
the other two entrees that were ordered were very large portions .,portions,positive
"tried it again for brunch , when the service was worse .",brunch,neutral
"tried it again for brunch , when the service was worse .",service,negative
"the service is pushy and the food looks good but is completely average ( chewy steak , tasteless rice and beans ) .",service,negative
"the service is pushy and the food looks good but is completely average ( chewy steak , tasteless rice and beans ) .",food,positive
"the service is pushy and the food looks good but is completely average ( chewy steak , tasteless rice and beans ) .",steak,negative
"however , we went for lunch and were the only ones eating there and yet the service seemed eager for us to be done and to get out .",lunch,neutral
"however , we went for lunch and were the only ones eating there and yet the service seemed eager for us to be done and to get out .",service,negative
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion .",dinner,neutral
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion .",appetizers,positive
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion .",waiter,negative
perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better .,"owner, manager",neutral
perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better .,service,negative
perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better .,dj,neutral
"once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table , our plates sat uncleared on the table for just as long .",waitress,negative
"once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table , our plates sat uncleared on the table for just as long .",drinks,neutral
"once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table , our plates sat uncleared on the table for just as long .",plates,neutral
"nice place , good service but the price is a little bit more expensive when compare with the area , location and small dishes .",service,positive
"nice place , good service but the price is a little bit more expensive when compare with the area , location and small dishes .",location,neutral
"nice place , good service but the price is a little bit more expensive when compare with the area , location and small dishes .",dishes,negative
my boyfriend and i went one friday night to find that the place was empty except for one other table .,place,negative
my boyfriend and i went one friday night to find that the place was empty except for one other table .,table,neutral
"the servers and/or bus persons dart back and forth through the dining room , never even making eye contact to see if you have any needs .",servers,positive
"the servers and/or bus persons dart back and forth through the dining room , never even making eye contact to see if you have any needs .","dining, room",neutral
"the atmosphere could be considered amiable , if you possess roguish frat - boy nostalgia .",atmosphere,positive
"the atmosphere could be considered amiable , if you possess roguish frat - boy nostalgia .",nostalgia,neutral
"i ' ve only been in a few times for brunch as it does get quite busy , it 's worth it though especially now that they have those amazing blueberry waffles .",brunch,neutral
"i ' ve only been in a few times for brunch as it does get quite busy , it 's worth it though especially now that they have those amazing blueberry waffles .","blueberry, waffles",positive
got the scoop on this new hot spot and decided to give it shot for a client dinner .,spot,positive
got the scoop on this new hot spot and decided to give it shot for a client dinner .,dinner,neutral
the waiters knocked over my purse 3 times and spilled water on the table 3 times as well .,waiters,negative
the waiters knocked over my purse 3 times and spilled water on the table 3 times as well .,water,neutral
"this is definitely a special occasion spot , unless you do n't mind a hefty bill , but rest assured that either way , it 's well worth it .",spot,positive
"this is definitely a special occasion spot , unless you do n't mind a hefty bill , but rest assured that either way , it 's well worth it .",bill,negative
our waiter did n't really know the menu and was not attentive .,waiter,negative
our waiter did n't really know the menu and was not attentive .,menu,neutral
the place was packed but we were able to get drinks at the bar w / out a problem despite the crowd .,place,negative
the place was packed but we were able to get drinks at the bar w / out a problem despite the crowd .,drinks,neutral
the place was packed but we were able to get drinks at the bar w / out a problem despite the crowd .,bar,neutral
"mussels in deeply aromatic lemongrass broth make an excellent starter , as do the light and spicy house samosas .",mussels,neutral
"mussels in deeply aromatic lemongrass broth make an excellent starter , as do the light and spicy house samosas .",starter,positive
"with a chef from liguria , italy , authentic neapolitan brick oven pizza and one of the most impressive italian wine lists i ' ve ever seen , this was the real deal !",chef,neutral
"with a chef from liguria , italy , authentic neapolitan brick oven pizza and one of the most impressive italian wine lists i ' ve ever seen , this was the real deal !","brick, oven",positive
"with a chef from liguria , italy , authentic neapolitan brick oven pizza and one of the most impressive italian wine lists i ' ve ever seen , this was the real deal !",wine,positive
"very cheesy wanna be romantic decor and entertainment , but have some vodka and you want to come right out onto the dance floor and dance the night away to a mix of really bad russian and american disco music .",decor,positive
"very cheesy wanna be romantic decor and entertainment , but have some vodka and you want to come right out onto the dance floor and dance the night away to a mix of really bad russian and american disco music .",entertainment,positive
"very cheesy wanna be romantic decor and entertainment , but have some vodka and you want to come right out onto the dance floor and dance the night away to a mix of really bad russian and american disco music .","dance, floor",neutral
"very cheesy wanna be romantic decor and entertainment , but have some vodka and you want to come right out onto the dance floor and dance the night away to a mix of really bad russian and american disco music .","disco, music",negative
"the place was beautiful , i sat at the bar for two hours and eat oysters and had way too many martinis .",place,positive
"the place was beautiful , i sat at the bar for two hours and eat oysters and had way too many martinis .",bar,neutral
"the place was beautiful , i sat at the bar for two hours and eat oysters and had way too many martinis .",oysters,neutral
the menu had some slight twists to conventional upscale mexican .,menu,neutral
the menu had some slight twists to conventional upscale mexican .,mexican,positive
"so inexcpensive that you 'd wonder about the sanity of the owners , if they were n't such good cooks .",owners,neutral
"so inexcpensive that you 'd wonder about the sanity of the owners , if they were n't such good cooks .",cooks,positive
the appetizer came out cold and the waiter came and took it to the kitchen .,appetizer,negative
the appetizer came out cold and the waiter came and took it to the kitchen .,waiter,neutral
"the food is delish , you just have to know the manners to consume , if you do n't want to be frustrated with the service .",food,positive
"the food is delish , you just have to know the manners to consume , if you do n't want to be frustrated with the service .",service,negative
the food was served in small portions and my lamb was pure fat .,food,neutral
the food was served in small portions and my lamb was pure fat .,portions,negative
the food was served in small portions and my lamb was pure fat .,lamb,negative
"invited by friends to discuss business , i checked out the bar first , and did n't give my nme which was known to the owners scott heather .",bar,neutral
"invited by friends to discuss business , i checked out the bar first , and did n't give my nme which was known to the owners scott heather .",owners,negative
"bins of fresh bagels rest behind the counter , and there are always a few customers sitting at one of the few tables inside or on one of two wooden benches out front .",bagels,positive
"bins of fresh bagels rest behind the counter , and there are always a few customers sitting at one of the few tables inside or on one of two wooden benches out front .",counter,neutral
"the food makes up for it , though the quality has fallen victim to it 's success .",food,positive
"the food makes up for it , though the quality has fallen victim to it 's success .",quality,negative
a hour passed until the waitress came over to give us menus and tell us she would be right back another hour later after trying to order fish she informed us that all fish entrees on the menu was sold out we took a minute to make a second choice and tried to order something else that we were told was also sold out .,waitress,negative
a hour passed until the waitress came over to give us menus and tell us she would be right back another hour later after trying to order fish she informed us that all fish entrees on the menu was sold out we took a minute to make a second choice and tried to order something else that we were told was also sold out .,menus,neutral
a hour passed until the waitress came over to give us menus and tell us she would be right back another hour later after trying to order fish she informed us that all fish entrees on the menu was sold out we took a minute to make a second choice and tried to order something else that we were told was also sold out .,"fish, entrees",neutral
"the only dishes that were good were the chicken kebob ( not hard to make ) and the desserts , which were rice pudding .",dishes,positive
"the only dishes that were good were the chicken kebob ( not hard to make ) and the desserts , which were rice pudding .",desserts,negative
"the only dishes that were good were the chicken kebob ( not hard to make ) and the desserts , which were rice pudding .","rice, pudding",neutral
raymunds dishes up the best polish comfort food i ve ever had outside of my great - aunts kitchen .,dishes,neutral
raymunds dishes up the best polish comfort food i ve ever had outside of my great - aunts kitchen .,"polish, comfort, food",positive
raymunds dishes up the best polish comfort food i ve ever had outside of my great - aunts kitchen .,kitchen,positive
"after being seated took our waiter 10 mintues to get us a menu , 15 minutes to come back for our order , by the time we finally got our food it was almost 1 1/2 hour since getting there .",waiter,negative
"after being seated took our waiter 10 mintues to get us a menu , 15 minutes to come back for our order , by the time we finally got our food it was almost 1 1/2 hour since getting there .",menu,neutral
"after being seated took our waiter 10 mintues to get us a menu , 15 minutes to come back for our order , by the time we finally got our food it was almost 1 1/2 hour since getting there .",food,neutral
"2 weeks ago , i decided to set up a birthday dinner in this establishment and was wary with the reviews i ' ve read in city search but it seems to be a perfect scene .",dinner,neutral
"2 weeks ago , i decided to set up a birthday dinner in this establishment and was wary with the reviews i ' ve read in city search but it seems to be a perfect scene .",scene,positive
"while there 's a strong asian influence behind many of the plates , you ca n't pigeonhole the food into a single genre , as there are thai , chinese , japanese , italian and american dishes incorporated into this creative menu .",plates,neutral
"while there 's a strong asian influence behind many of the plates , you ca n't pigeonhole the food into a single genre , as there are thai , chinese , japanese , italian and american dishes incorporated into this creative menu .",food,neutral
"while there 's a strong asian influence behind many of the plates , you ca n't pigeonhole the food into a single genre , as there are thai , chinese , japanese , italian and american dishes incorporated into this creative menu .",japanese,neutral
"while there 's a strong asian influence behind many of the plates , you ca n't pigeonhole the food into a single genre , as there are thai , chinese , japanese , italian and american dishes incorporated into this creative menu .",menu,positive
"moules were excellent , lobster ravioli was very salty !",moules,positive
"moules were excellent , lobster ravioli was very salty !","lobster, ravioli",negative
"a little pricier than most veggie restaurants , but worth it if only for the dessert menu ( as a wheat - sensitive , diabetic vegan , there are n't too many places i can even look at desserts , and this may be the only one where i can actually eat what they serve me .",veggie,neutral
"a little pricier than most veggie restaurants , but worth it if only for the dessert menu ( as a wheat - sensitive , diabetic vegan , there are n't too many places i can even look at desserts , and this may be the only one where i can actually eat what they serve me .","dessert, menu",positive
"a little pricier than most veggie restaurants , but worth it if only for the dessert menu ( as a wheat - sensitive , diabetic vegan , there are n't too many places i can even look at desserts , and this may be the only one where i can actually eat what they serve me .",vegan,positive
the food is excellent from the barbecued lamb at $ 13 .,food,positive
the food is excellent from the barbecued lamb at $ 13 .,"barbecued, lamb",neutral
"despite being the only people in the restaurant on an early sunday afternoon , the service felt as if there was a 2-hour wait on a friday night .",service,negative
"despite being the only people in the restaurant on an early sunday afternoon , the service felt as if there was a 2-hour wait on a friday night .",wait,neutral
"for lunch , opt for an outstanding , triple - decker roast turkey club or brioche burger with skin - on fries .",lunch,neutral
"for lunch , opt for an outstanding , triple - decker roast turkey club or brioche burger with skin - on fries .","triple, -, decker, roast, turkey, club",positive
"for lunch , opt for an outstanding , triple - decker roast turkey club or brioche burger with skin - on fries .","brioche, burger",neutral
"for lunch , opt for an outstanding , triple - decker roast turkey club or brioche burger with skin - on fries .","skin, -, on, fries",neutral
"the waitress brought the wrong pizza , the wrong salad , and forgot the drinks .",waitress,negative
"the waitress brought the wrong pizza , the wrong salad , and forgot the drinks .",salad,negative
"the waitress brought the wrong pizza , the wrong salad , and forgot the drinks .",drinks,neutral
you 'll find good curry dishes and their fries ( made out of sweet potato ) is to die for .,"curry, dishes",positive
you 'll find good curry dishes and their fries ( made out of sweet potato ) is to die for .,fries,positive
you 'll find good curry dishes and their fries ( made out of sweet potato ) is to die for .,"sweet, potato",neutral
the food skip the menu and head for the restaurant 's bountiful and ever - changing vegan buffet for an abundance of affordable servings .,food,neutral
the food skip the menu and head for the restaurant 's bountiful and ever - changing vegan buffet for an abundance of affordable servings .,menu,neutral
the food skip the menu and head for the restaurant 's bountiful and ever - changing vegan buffet for an abundance of affordable servings .,servings,positive
the space was so fantastic that once we heard they were serving dinner we decided to go one night and try it out .,space,positive
the space was so fantastic that once we heard they were serving dinner we decided to go one night and try it out .,"serving, dinner",neutral
if you do n't want to wait 45 minutes for a table or a long time for service then do n't go @ 9 pm on a friday or saturday night .,table,neutral
if you do n't want to wait 45 minutes for a table or a long time for service then do n't go @ 9 pm on a friday or saturday night .,service,negative
"the menu is quite substantial , with a number of chicken , beef , and seafood specialties not found at your typical chinese restaurant .",menu,positive
"the menu is quite substantial , with a number of chicken , beef , and seafood specialties not found at your typical chinese restaurant .",beef,neutral
"we initially ordered a bottle of wine and the waitress though we may not like it , so she offered us a taste .",waitress,negative
"we initially ordered a bottle of wine and the waitress though we may not like it , so she offered us a taste .",taste,neutral
the portions are small but being that the food was so good makes up for that .,portions,negative
the portions are small but being that the food was so good makes up for that .,food,positive
"the ravioli was the better of the two , but the serving was tiny , and the skin a bit rubbery .",ravioli,positive
"the ravioli was the better of the two , but the serving was tiny , and the skin a bit rubbery .",serving,negative
"dinner on 1st floor ( street level ) a bit noisy , 2nd floor has bed - style seating that is good for dessert drinks ( do not attempt to have entree on the bed , what a mess it will be trying to eat rice dishes with sauce while half - lying down ) .",dinner,neutral
"dinner on 1st floor ( street level ) a bit noisy , 2nd floor has bed - style seating that is good for dessert drinks ( do not attempt to have entree on the bed , what a mess it will be trying to eat rice dishes with sauce while half - lying down ) .","dessert, drinks",positive
"dinner on 1st floor ( street level ) a bit noisy , 2nd floor has bed - style seating that is good for dessert drinks ( do not attempt to have entree on the bed , what a mess it will be trying to eat rice dishes with sauce while half - lying down ) .","rice, dishes",neutral
the waiters have been there for years and they know their steak is amazing .,waiters,neutral
the waiters have been there for years and they know their steak is amazing .,steak,positive
"( i will say , the waitress was very sweet and did try to compensate for the chef and owner 's poor beh- we gave her a big tip ) .",waitress,positive
"( i will say , the waitress was very sweet and did try to compensate for the chef and owner 's poor beh- we gave her a big tip ) .",chef,negative
"( i will say , the waitress was very sweet and did try to compensate for the chef and owner 's poor beh- we gave her a big tip ) .",owner,negative
"amusing details distinguish desserts , from dulce de leche ice - cream profiteroles dotting a chocolate sauce tic - tac - toe board , to coconut custard surrounded by a sea of malibu - rum gelee and poached pineapple .",desserts,positive
"amusing details distinguish desserts , from dulce de leche ice - cream profiteroles dotting a chocolate sauce tic - tac - toe board , to coconut custard surrounded by a sea of malibu - rum gelee and poached pineapple .","dulce, de, leche, ice, -, cream",neutral
"amusing details distinguish desserts , from dulce de leche ice - cream profiteroles dotting a chocolate sauce tic - tac - toe board , to coconut custard surrounded by a sea of malibu - rum gelee and poached pineapple .","chocolate, sauce, tic, -, tac, -, toe",neutral
"amusing details distinguish desserts , from dulce de leche ice - cream profiteroles dotting a chocolate sauce tic - tac - toe board , to coconut custard surrounded by a sea of malibu - rum gelee and poached pineapple .","poached, pineapple",neutral
"i live about a 1/2 block from westway and when i want consistantly good food , big portions , great fast service and a step above your average diner food i go there !",portions,positive
"i live about a 1/2 block from westway and when i want consistantly good food , big portions , great fast service and a step above your average diner food i go there !",service,positive
"i live about a 1/2 block from westway and when i want consistantly good food , big portions , great fast service and a step above your average diner food i go there !","diner, food",neutral
"we politely asked our server for the regular menu , but were told that for large parties they could only offer us the banquet menu ( would have gone elsewhere had we known ) .",server,negative
"we politely asked our server for the regular menu , but were told that for large parties they could only offer us the banquet menu ( would have gone elsewhere had we known ) .","banquet, menu",neutral
the waitress never came back to get drink refills and we did n't get water until we were halfway through our dinner .,waitress,negative
the waitress never came back to get drink refills and we did n't get water until we were halfway through our dinner .,drink,neutral
the waitress never came back to get drink refills and we did n't get water until we were halfway through our dinner .,dinner,neutral
"we were immediately seated ( the restaurant was no where close to being packed , surprise , surprise ) there are very few selections on the menu and the food is not that great and the dining experience at butter is completely overrated .",menu,neutral
"we were immediately seated ( the restaurant was no where close to being packed , surprise , surprise ) there are very few selections on the menu and the food is not that great and the dining experience at butter is completely overrated .",food,negative
"our waiter never once asked how everything was , as i suspect he knew the kitchen was producing seriously average food .",waiter,negative
"our waiter never once asked how everything was , as i suspect he knew the kitchen was producing seriously average food .",kitchen,neutral
"our waiter never once asked how everything was , as i suspect he knew the kitchen was producing seriously average food .",food,negative
"main courses we had ( beef , lobster sukiyaki , black seabass , striped seabass ) tasted too much like homestyle authentic chinese food except for the sukiyaki .",beef,neutral
"main courses we had ( beef , lobster sukiyaki , black seabass , striped seabass ) tasted too much like homestyle authentic chinese food except for the sukiyaki .","chinese, food",positive
"i paid $ 12 including tax tip for a beef entree with salad , noodles , rice , a fried dumpling , many free appetizers and a glass of ice water .",tip,neutral
"i paid $ 12 including tax tip for a beef entree with salad , noodles , rice , a fried dumpling , many free appetizers and a glass of ice water .","beef, entree, with, salad",neutral
"i paid $ 12 including tax tip for a beef entree with salad , noodles , rice , a fried dumpling , many free appetizers and a glass of ice water .",noodles,neutral
"i paid $ 12 including tax tip for a beef entree with salad , noodles , rice , a fried dumpling , many free appetizers and a glass of ice water .",rice,neutral
"i paid $ 12 including tax tip for a beef entree with salad , noodles , rice , a fried dumpling , many free appetizers and a glass of ice water .","fried, dumpling",neutral
"i paid $ 12 including tax tip for a beef entree with salad , noodles , rice , a fried dumpling , many free appetizers and a glass of ice water .",appetizers,positive
"food was much better than the average indian place in the area , and more interesting .",food,positive
"food was much better than the average indian place in the area , and more interesting .",area,neutral
"when i asked the manager to remove the coffee , she did so without question , but never asked why and never followed up on the issue ( she was far too busy flirting with the male waiters ) .",manager,negative
"when i asked the manager to remove the coffee , she did so without question , but never asked why and never followed up on the issue ( she was far too busy flirting with the male waiters ) .",coffee,neutral
"when i asked the manager to remove the coffee , she did so without question , but never asked why and never followed up on the issue ( she was far too busy flirting with the male waiters ) .",waiters,neutral
the waiter recommended i choose a bottle for the entire meal .,waiter,negative
the waiter recommended i choose a bottle for the entire meal .,meal,neutral
the food the menu lists affordable soul food and barbecue favorites .,menu,neutral
the food the menu lists affordable soul food and barbecue favorites .,"soul, food",positive
"as for the food , brunch was average , i would not get the same dish again , and they were slow to serve us .",brunch,neutral
"as for the food , brunch was average , i would not get the same dish again , and they were slow to serve us .",dish,negative
"for example , we had ordered a 2nd bottle of red wine , the waitress gave me a new glass to taste the wine , but filled up my existing glass ( mixing two different bottles in one glass ) .","bottle, of, red, wine",neutral
"for example , we had ordered a 2nd bottle of red wine , the waitress gave me a new glass to taste the wine , but filled up my existing glass ( mixing two different bottles in one glass ) .",waitress,negative
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .",food,positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .",chef,neutral
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .","traditional, latin, cuisine",positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .",sorbet,positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .","shrimp, seviche",positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .","green, plantains, coat",positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .","halibut, resting",positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .",sweet,positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .","tart, tomato, escabeche",positive
"the food consulting chef douglas rodriguez 's forte is blending the diversity of traditional latin cuisine with modern culinary chic : a celery sorbet cools the spicy - citrus bite of lobster ; shrimp seviche and crunchy green plantains coat thick , juicy halibut resting on sweet plantain hash ; and tart tomato escabeche moistens a chewy skirt steak .",steak,positive
"next , follow up with another cosmo and try the chicken fingers ( not your lil brothers ) , hawaiian rib eye , filet mignon , or trusty burger .",chicken,neutral
"next , follow up with another cosmo and try the chicken fingers ( not your lil brothers ) , hawaiian rib eye , filet mignon , or trusty burger .","hawaiian, rib",neutral
"next , follow up with another cosmo and try the chicken fingers ( not your lil brothers ) , hawaiian rib eye , filet mignon , or trusty burger .",burger,positive
the waiter was very attentive and always kept the bread and drinks coming .,waiter,positive
the waiter was very attentive and always kept the bread and drinks coming .,bread,neutral
"however , another server kept hovering over our table , wanting to take our half - finished plates away .",server,negative
"however , another server kept hovering over our table , wanting to take our half - finished plates away .",plates,neutral
"their bagels have the perfect softness to them , but on the outside there 's a bit of crispiness to give it a bit of texture .",bagels,positive
"their bagels have the perfect softness to them , but on the outside there 's a bit of crispiness to give it a bit of texture .",texture,neutral
but the server informed us that they wanted to make the soup their own and that she hopes we like it .,server,positive
