Sentence,Aspect,Polarity
"the waiters are nice , but were n't particularly good - waited forever to order and resented not being told that my dinner companion and i had ordered enough for a table of 10 ( given the size of the sushi ) .",waiters,positive
"the waiters are nice , but were n't particularly good - waited forever to order and resented not being told that my dinner companion and i had ordered enough for a table of 10 ( given the size of the sushi ) .",dinner,neutral
"the waiters are nice , but were n't particularly good - waited forever to order and resented not being told that my dinner companion and i had ordered enough for a table of 10 ( given the size of the sushi ) .",size,neutral
"try the fresh ricotta cheesecake with a beautifully buttery crust and fresh raspberry topping , or the chocolate and kahlua mousse , with a gelato - like consistency that pairs wonderfully with vanilla ice cream .","ricotta, cheesecake",positive
"try the fresh ricotta cheesecake with a beautifully buttery crust and fresh raspberry topping , or the chocolate and kahlua mousse , with a gelato - like consistency that pairs wonderfully with vanilla ice cream .",crust,positive
"try the fresh ricotta cheesecake with a beautifully buttery crust and fresh raspberry topping , or the chocolate and kahlua mousse , with a gelato - like consistency that pairs wonderfully with vanilla ice cream .","chocolate, and, kahlua, mousse",neutral
"try the fresh ricotta cheesecake with a beautifully buttery crust and fresh raspberry topping , or the chocolate and kahlua mousse , with a gelato - like consistency that pairs wonderfully with vanilla ice cream .","ice, cream",positive
"the crab croquettes were fried and completely lacking in crabmeat , our meat appetizer was dripping with grease and mostly fatty , and our main course was mushy rice drowned in some sauce with the consistency of baby food .",crabmeat,negative
"the crab croquettes were fried and completely lacking in crabmeat , our meat appetizer was dripping with grease and mostly fatty , and our main course was mushy rice drowned in some sauce with the consistency of baby food .","meat, appetizer",negative
"the crab croquettes were fried and completely lacking in crabmeat , our meat appetizer was dripping with grease and mostly fatty , and our main course was mushy rice drowned in some sauce with the consistency of baby food .","main, course",neutral
"the crab croquettes were fried and completely lacking in crabmeat , our meat appetizer was dripping with grease and mostly fatty , and our main course was mushy rice drowned in some sauce with the consistency of baby food .",rice,negative
"the crab croquettes were fried and completely lacking in crabmeat , our meat appetizer was dripping with grease and mostly fatty , and our main course was mushy rice drowned in some sauce with the consistency of baby food .",sauce,neutral
"first of all , the hostess was not pleasant and had a bit of an attitude when seating us .",hostess,negative
"first of all , the hostess was not pleasant and had a bit of an attitude when seating us .",seating,neutral
"yes , the prices seem afordable , but the portions are so small that you end up spending $ 100 + just to fill 2 people and get a couple drinks .",prices,positive
"yes , the prices seem afordable , but the portions are so small that you end up spending $ 100 + just to fill 2 people and get a couple drinks .",portions,negative
"yes , the prices seem afordable , but the portions are so small that you end up spending $ 100 + just to fill 2 people and get a couple drinks .",drinks,neutral
portion was just a bit small compare with other restaurant but the price was lower than usualy as well ( 7 .,portion,negative
portion was just a bit small compare with other restaurant but the price was lower than usualy as well ( 7 .,price,positive
take out and delivery is next door and usually will be better if you are looking to get your food faster .,delivery,neutral
take out and delivery is next door and usually will be better if you are looking to get your food faster .,food,positive
"the place was nice and the bartenders were friendly , but the cocktail girl was rude , obnoxious , and over charging all of us .",place,positive
"the place was nice and the bartenders were friendly , but the cocktail girl was rude , obnoxious , and over charging all of us .","cocktail, girl",negative
service was a treat from my french ( canandian)waiter who knows more about wine than anyone waiting on me in nyc in a long time .,wine,positive
service was a treat from my french ( canandian)waiter who knows more about wine than anyone waiting on me in nyc in a long time .,time,neutral
we then split some appetizers as the portions are large - the calamari salad was fantastic .,appetizers,neutral
we then split some appetizers as the portions are large - the calamari salad was fantastic .,portions,positive
we then split some appetizers as the portions are large - the calamari salad was fantastic .,"calamari, salad",positive
"i have n't had the pasta , but the appetizers , salads , and entrees ( especially the steak and lamb ) are extraordinary .",pasta,negative
"i have n't had the pasta , but the appetizers , salads , and entrees ( especially the steak and lamb ) are extraordinary .",appetizers,positive
"i have n't had the pasta , but the appetizers , salads , and entrees ( especially the steak and lamb ) are extraordinary .",steak,positive
"i have n't had the pasta , but the appetizers , salads , and entrees ( especially the steak and lamb ) are extraordinary .",lamb,positive
we could not believe that the owner only laughed and continued serving him drinks .,owner,negative
we could not believe that the owner only laughed and continued serving him drinks .,serving,neutral
we could not believe that the owner only laughed and continued serving him drinks .,drinks,neutral
"get the steak , get the ham fried rice , get the braised fish , get anything pork and ham , appetizers are good too .","ham, fried, rice",neutral
"get the steak , get the ham fried rice , get the braised fish , get anything pork and ham , appetizers are good too .","braised, fish",neutral
"get the steak , get the ham fried rice , get the braised fish , get anything pork and ham , appetizers are good too .",pork,neutral
"get the steak , get the ham fried rice , get the braised fish , get anything pork and ham , appetizers are good too .",appetizers,positive
"a+ was planning a party for my staff , and was treated rudely by another restaurant when trying to add more people to reservation ( a simple no would have worked ) .",staff,negative
"a+ was planning a party for my staff , and was treated rudely by another restaurant when trying to add more people to reservation ( a simple no would have worked ) .",reservation,neutral
"we waited at the bar for only 10 minutes ( we had a reservation ) - ca n't complain about that , the restaurant was full and i enjoyed the lively atmosphere and music .",bar,neutral
"we waited at the bar for only 10 minutes ( we had a reservation ) - ca n't complain about that , the restaurant was full and i enjoyed the lively atmosphere and music .",atmosphere,positive
"we waited at the bar for only 10 minutes ( we had a reservation ) - ca n't complain about that , the restaurant was full and i enjoyed the lively atmosphere and music .",music,positive
the specials of the day are the way to go .,specials,positive
the specials of the day are the way to go .,day,neutral
the bright point of dinner was dessrt .,point,positive
the bright point of dinner was dessrt .,dinner,neutral
"the manager also managed to insult one of my dining partners , even using an expletive to mock his last name when returning his credit card .",manager,negative
"the manager also managed to insult one of my dining partners , even using an expletive to mock his last name when returning his credit card .",dining,neutral
"service at the bar was fine , just as you would expect .",service,positive
"service at the bar was fine , just as you would expect .",bar,neutral
the staff prefers to watch tv in the main dining room infront of their waiting customers then serve their customers .,staff,negative
the staff prefers to watch tv in the main dining room infront of their waiting customers then serve their customers .,"main, dining, room",neutral
"the service is n't spectacular and neither is the ambience , but on a lunch hour , all you 're looking for is a satisfied stomach .",service,negative
"the service is n't spectacular and neither is the ambience , but on a lunch hour , all you 're looking for is a satisfied stomach .",ambience,negative
"the service is n't spectacular and neither is the ambience , but on a lunch hour , all you 're looking for is a satisfied stomach .",lunch,neutral
"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",service,negative
"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",served,neutral
the menu goes on to include some of traditional greek favorites but each has a twist that will suprise and delight you .,menu,neutral
the menu goes on to include some of traditional greek favorites but each has a twist that will suprise and delight you .,"traditional, greek",positive
"if you 're tired of the long waits for table at nearby place , then head to moutarde for a delicious meal that wo n't keep you waiting .",meal,positive
"if you 're tired of the long waits for table at nearby place , then head to moutarde for a delicious meal that wo n't keep you waiting .",waiting,neutral
i even overheard the one waiter argue to the host about that and then they conveniently switched to speaking spanish .,waiter,negative
i even overheard the one waiter argue to the host about that and then they conveniently switched to speaking spanish .,host,neutral
"i do n't claim to know enough about authentic italian cuisine but the food is good , provided they have the menu item you order .","italian, cuisine",positive
"i do n't claim to know enough about authentic italian cuisine but the food is good , provided they have the menu item you order .",food,positive
"i do n't claim to know enough about authentic italian cuisine but the food is good , provided they have the menu item you order .",menu,neutral
"the romano family is very hands on with the father supervising the kitchen and santo , the son , running the room with a high degree of personal attention .","romano, family",positive
"the romano family is very hands on with the father supervising the kitchen and santo , the son , running the room with a high degree of personal attention .",kitchen,neutral
"this seems to be a big hit and draws a large crowd , so be prepared for a wait .",crowd,positive
"this seems to be a big hit and draws a large crowd , so be prepared for a wait .",wait,neutral
"finally got our food after waiting a long time for oysters , does n't take that long to shuck 'em , the place is n't that big , and it was ok .",food,neutral
"finally got our food after waiting a long time for oysters , does n't take that long to shuck 'em , the place is n't that big , and it was ok .",time,negative
"gobo 's scallion pancakes are a bit dry , and the beet salad is low on beets , but the majority of dishes , especially those showcasing vegetables , are delicious in their simplicity .","scallion, pancakes",negative
"gobo 's scallion pancakes are a bit dry , and the beet salad is low on beets , but the majority of dishes , especially those showcasing vegetables , are delicious in their simplicity .","beet, salad",negative
"gobo 's scallion pancakes are a bit dry , and the beet salad is low on beets , but the majority of dishes , especially those showcasing vegetables , are delicious in their simplicity .",beet,negative
"gobo 's scallion pancakes are a bit dry , and the beet salad is low on beets , but the majority of dishes , especially those showcasing vegetables , are delicious in their simplicity .",majority,neutral
"gobo 's scallion pancakes are a bit dry , and the beet salad is low on beets , but the majority of dishes , especially those showcasing vegetables , are delicious in their simplicity .",dishes,positive
"gobo 's scallion pancakes are a bit dry , and the beet salad is low on beets , but the majority of dishes , especially those showcasing vegetables , are delicious in their simplicity .","showcasing, vegetables",positive
the menu is varied but i think it is the chicken which they do best as .,menu,neutral
the menu is varied but i think it is the chicken which they do best as .,chicken,positive
"we would n't have had a problem with this if the burger had actually been tasty but even with the foie - gras , cheddar cheese , apple smoked bacon , leaks , etc .",burger,negative
"we would n't have had a problem with this if the burger had actually been tasty but even with the foie - gras , cheddar cheese , apple smoked bacon , leaks , etc .","cheddar, cheese",neutral
"we would n't have had a problem with this if the burger had actually been tasty but even with the foie - gras , cheddar cheese , apple smoked bacon , leaks , etc .","apple, smoked, bacon",neutral
"since it 's a small place , it 's best to get there early for dinner as the wait can be quite long if you do n't make a reservation .",wait,negative
"since it 's a small place , it 's best to get there early for dinner as the wait can be quite long if you do n't make a reservation .",reservation,neutral
the prices are decent for this type of food and dining experience .,prices,positive
the prices are decent for this type of food and dining experience .,food,neutral
the prices are decent for this type of food and dining experience .,experience,neutral
the manager finally came by to apologize and offered to give us a greek salad on the house .,manager,positive
the manager finally came by to apologize and offered to give us a greek salad on the house .,"greek, salad",neutral
"the was very little if any seasoning on the meat , and the outsiside has nice sear marks and a rich taste .",seasoning,neutral
"the was very little if any seasoning on the meat , and the outsiside has nice sear marks and a rich taste .",meat,neutral
"the was very little if any seasoning on the meat , and the outsiside has nice sear marks and a rich taste .","sear, marks",positive
"the was very little if any seasoning on the meat , and the outsiside has nice sear marks and a rich taste .",taste,positive
there are times when there is a long wait at lunch so be safe and make a reservation .,wait,negative
there are times when there is a long wait at lunch so be safe and make a reservation .,lunch,neutral
there are times when there is a long wait at lunch so be safe and make a reservation .,reservation,neutral
"she asked for only a glass of water , and the waitress refused , to her face , twice .","glass, of, water",neutral
"she asked for only a glass of water , and the waitress refused , to her face , twice .",waitress,negative
the waitress was not attentive at all and we had to keep getting the attention of the water servers to get more drinks .,waitress,negative
the waitress was not attentive at all and we had to keep getting the attention of the water servers to get more drinks .,servers,neutral
the waitress was not attentive at all and we had to keep getting the attention of the water servers to get more drinks .,drinks,positive
"stay away from the two specialty rolls on the menu , though- too much avocado and rice will fill you up right quick .",menu,neutral
"stay away from the two specialty rolls on the menu , though- too much avocado and rice will fill you up right quick .",rice,positive
"although the food was good , the way our waiter treated us was so rude and bad - mannered that it almost ruined our night and he even asked us to give him a better tip ! ! !",food,positive
"although the food was good , the way our waiter treated us was so rude and bad - mannered that it almost ruined our night and he even asked us to give him a better tip ! ! !",waiter,negative
"although the food was good , the way our waiter treated us was so rude and bad - mannered that it almost ruined our night and he even asked us to give him a better tip ! ! !",tip,positive
"its great for people who want to try korean food , but ca n't understand the servers or the menu on 32nd st .","korean, food",positive
"its great for people who want to try korean food , but ca n't understand the servers or the menu on 32nd st .",servers,neutral
"its great for people who want to try korean food , but ca n't understand the servers or the menu on 32nd st .",menu,neutral
went to dinner on a friday night and the place was packed and hot .,dinner,neutral
went to dinner on a friday night and the place was packed and hot .,place,negative
philippe should re - train their wait staff to communicate with one another and better orchestrate the timing of food service .,"wait, staff",negative
philippe should re - train their wait staff to communicate with one another and better orchestrate the timing of food service .,"food, service",neutral
"this is a busy spot from 1130 am to 130 pm m - f but you never have to wait more than 5 minutes for a table , unless you have a large party , thanks to fast and friendly service provided by the waitstaff and kitchen .",service,positive
"this is a busy spot from 1130 am to 130 pm m - f but you never have to wait more than 5 minutes for a table , unless you have a large party , thanks to fast and friendly service provided by the waitstaff and kitchen .",waitstaff,neutral
"this is a busy spot from 1130 am to 130 pm m - f but you never have to wait more than 5 minutes for a table , unless you have a large party , thanks to fast and friendly service provided by the waitstaff and kitchen .",kitchen,neutral
i ordered the plane no fuss salmon and it was honestly the best salmon ever .,plane,neutral
i ordered the plane no fuss salmon and it was honestly the best salmon ever .,"salmon, ever",positive
"i noticed many of the other comments had negative things to say about the service and food - my thoughts and suggestions are : eat at the bar to avoid a rude waiter or bad service here and artisanal 's reputation is based on the cheese , get the cheese and not the steak or whatever .",food,neutral
"i noticed many of the other comments had negative things to say about the service and food - my thoughts and suggestions are : eat at the bar to avoid a rude waiter or bad service here and artisanal 's reputation is based on the cheese , get the cheese and not the steak or whatever .",bar,neutral
"i noticed many of the other comments had negative things to say about the service and food - my thoughts and suggestions are : eat at the bar to avoid a rude waiter or bad service here and artisanal 's reputation is based on the cheese , get the cheese and not the steak or whatever .",waiter,negative
it is a small take - out style restuarant but they have a few tables .,"take, -, out",neutral
it is a small take - out style restuarant but they have a few tables .,tables,negative
"the food the meal begins slowly , with a plate of excellent garlic knots .",food,negative
"the food the meal begins slowly , with a plate of excellent garlic knots .",meal,negative
"the food the meal begins slowly , with a plate of excellent garlic knots .","garlic, knots",positive
i have been there for dinner and the food is even more spectacular .,dinner,neutral
i have been there for dinner and the food is even more spectacular .,food,positive
"aside from the service being slow , the place was packed w/ a good crowd and music was amazing .",service,negative
"aside from the service being slow , the place was packed w/ a good crowd and music was amazing .",place,positive
"aside from the service being slow , the place was packed w/ a good crowd and music was amazing .",crowd,positive
"aside from the service being slow , the place was packed w/ a good crowd and music was amazing .",music,positive
and the paella for two is actually too much food for two !,paella,neutral
and the paella for two is actually too much food for two !,food,positive
"i have been going to this restaurant for years , in the past the service was average and the food inconsistant .",service,neutral
"i have been going to this restaurant for years , in the past the service was average and the food inconsistant .",food,negative
"overall , i would rather go to a chain coffee house up the street for the same priced coffee , but a much more relaxing atmosphere , and no one forgetting my order .","priced, coffee",negative
"overall , i would rather go to a chain coffee house up the street for the same priced coffee , but a much more relaxing atmosphere , and no one forgetting my order .",atmosphere,positive
"the food the french - belgian menu is small , but everything on it is satisfyingly savory , from a simple pot of mussels in a choice of sauces ( beer and bacon , creamy mushroom , or white wine and garlic broth ) , to beef stewed with beer and prunes ; from a juicy croque monsieur and beyond .",food,negative
"the food the french - belgian menu is small , but everything on it is satisfyingly savory , from a simple pot of mussels in a choice of sauces ( beer and bacon , creamy mushroom , or white wine and garlic broth ) , to beef stewed with beer and prunes ; from a juicy croque monsieur and beyond .","french, -, belgian, menu",negative
"the food the french - belgian menu is small , but everything on it is satisfyingly savory , from a simple pot of mussels in a choice of sauces ( beer and bacon , creamy mushroom , or white wine and garlic broth ) , to beef stewed with beer and prunes ; from a juicy croque monsieur and beyond .",pot,positive
"the food the french - belgian menu is small , but everything on it is satisfyingly savory , from a simple pot of mussels in a choice of sauces ( beer and bacon , creamy mushroom , or white wine and garlic broth ) , to beef stewed with beer and prunes ; from a juicy croque monsieur and beyond .",mussels,positive
"the food the french - belgian menu is small , but everything on it is satisfyingly savory , from a simple pot of mussels in a choice of sauces ( beer and bacon , creamy mushroom , or white wine and garlic broth ) , to beef stewed with beer and prunes ; from a juicy croque monsieur and beyond .","beef, stewed, with, beer",neutral
"from the space shuttle trip entrance to mars , to the molecular regenerator exit to earth , it was all an exquisite dining experience .",space,neutral
"from the space shuttle trip entrance to mars , to the molecular regenerator exit to earth , it was all an exquisite dining experience .","dining, experience",positive
"however , you 're bothered by things like sub - par food ( do n't get the cajun fries ) , waiters who hate you and anything that looks like you , close proxmitity with strangers , and cheap talking and singing skelletons , do not go .","cajun, fries",neutral
"however , you 're bothered by things like sub - par food ( do n't get the cajun fries ) , waiters who hate you and anything that looks like you , close proxmitity with strangers , and cheap talking and singing skelletons , do not go .",waiters,negative
"asked for recommendations , waitress said read everything on the menu which already was n't to unique .",waitress,negative
"asked for recommendations , waitress said read everything on the menu which already was n't to unique .",menu,neutral
we had the tasting menu -- which was not a meal ! ! !,menu,positive
we had the tasting menu -- which was not a meal ! ! !,meal,neutral
"the un - customer - friendly manager comped us nothing for waiting for room temperature food , so we stopped ordering drinks .",manager,negative
"the un - customer - friendly manager comped us nothing for waiting for room temperature food , so we stopped ordering drinks .",waiting,negative
"the un - customer - friendly manager comped us nothing for waiting for room temperature food , so we stopped ordering drinks .","room, temperature, food",neutral
"the un - customer - friendly manager comped us nothing for waiting for room temperature food , so we stopped ordering drinks .",drinks,negative
we told the waitress we 'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we did n't get them until we were half way through .,waitress,negative
we told the waitress we 'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we did n't get them until we were half way through .,fries,neutral
we told the waitress we 'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we did n't get them until we were half way through .,"main, courses",neutral
we told the waitress we 'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we did n't get them until we were half way through .,food,neutral
"hard to work a buzz with the server taking so long between every round , but worth trying the signature african rum cocktail and happily surprised they had our favorite white - sancerre by the glass at this japanese restaurant .",server,negative
"hard to work a buzz with the server taking so long between every round , but worth trying the signature african rum cocktail and happily surprised they had our favorite white - sancerre by the glass at this japanese restaurant .",glass,neutral
"i have been a vegetarian for over 10 years , i do eat cheese but when a person is on a diet it is so hard to enjoy pizza .",cheese,neutral
"i have been a vegetarian for over 10 years , i do eat cheese but when a person is on a diet it is so hard to enjoy pizza .",pizza,positive
our waiter brought the wrong dinner for me ( shrimp provencal instead of the salmon ) but then comped my meal with no question .,waiter,negative
our waiter brought the wrong dinner for me ( shrimp provencal instead of the salmon ) but then comped my meal with no question .,dinner,negative
our waiter brought the wrong dinner for me ( shrimp provencal instead of the salmon ) but then comped my meal with no question .,salmon,neutral
our waiter brought the wrong dinner for me ( shrimp provencal instead of the salmon ) but then comped my meal with no question .,meal,neutral
"def , def try the green papaya salad for an appetizer .","green, papaya, salad",positive
"def , def try the green papaya salad for an appetizer .",appetizer,neutral
service was slow and our drink order took forever ( and the place was n't crowded ) .,service,negative
service was slow and our drink order took forever ( and the place was n't crowded ) .,drink,neutral
service was slow and our drink order took forever ( and the place was n't crowded ) .,place,positive
"one friend 's pizza arrived about 15 minutes before the rest of our meals ( the remainder of our entrees did not even arrive at the same time ) , and our waiter half - heartedly apologized for the delay while rolling his eyes .",meals,neutral
"one friend 's pizza arrived about 15 minutes before the rest of our meals ( the remainder of our entrees did not even arrive at the same time ) , and our waiter half - heartedly apologized for the delay while rolling his eyes .",waiter,positive
minutes turned into an hour - long wait with non - existent standing room .,wait,neutral
minutes turned into an hour - long wait with non - existent standing room .,"non, -, existent",neutral
minutes turned into an hour - long wait with non - existent standing room .,room,negative
"desserts were pleasent enough , if not trying way to hard on presentation , lacking portions and interest .",desserts,neutral
"desserts were pleasent enough , if not trying way to hard on presentation , lacking portions and interest .",portions,negative
"desserts were pleasent enough , if not trying way to hard on presentation , lacking portions and interest .",interest,negative
"when my friend 's chicken salad sandwich arrived , she noticed a nice crust , and it was n't part of the bread .","chicken, salad, sandwich",neutral
"when my friend 's chicken salad sandwich arrived , she noticed a nice crust , and it was n't part of the bread .",crust,positive
"when my friend 's chicken salad sandwich arrived , she noticed a nice crust , and it was n't part of the bread .",bread,neutral
") other food is served in too - small portions , but at least it leaves room for dessert .",portions,negative
") other food is served in too - small portions , but at least it leaves room for dessert .",dessert,neutral
when i asked the waitress she told me it was because i ordered pancakes .,waitress,negative
when i asked the waitress she told me it was because i ordered pancakes .,pancakes,neutral
after reading other reviews i was expecting poor service and ambience but was pleasantly surprised by our more than helpful waiter .,service,negative
after reading other reviews i was expecting poor service and ambience but was pleasantly surprised by our more than helpful waiter .,waiter,positive
"the menu was filled with of course the standard sushi fair , but the real gem was the unuusal and creative combinations of sushis and sauces and other ingredients they had as well .",menu,neutral
"the menu was filled with of course the standard sushi fair , but the real gem was the unuusal and creative combinations of sushis and sauces and other ingredients they had as well .",sushis,positive
"the menu was filled with of course the standard sushi fair , but the real gem was the unuusal and creative combinations of sushis and sauces and other ingredients they had as well .",sauces,positive
"when we went , the wait staff did not talk to us about any of the specials / the menu etc and handed us our bill while we were still eating .","wait, staff",negative
"when we went , the wait staff did not talk to us about any of the specials / the menu etc and handed us our bill while we were still eating .","specials, /, the, menu",neutral
the raspberry / marscapone - stuffed pancakes are so divine it 's actually worth putting up with the rude and incompetent service .,"raspberry, /, marscapone, -, stuffed, pancakes",positive
the raspberry / marscapone - stuffed pancakes are so divine it 's actually worth putting up with the rude and incompetent service .,service,negative
"there are deli items and cookies as well , but i just ca n't tear myself away from the bagels !",items,positive
"there are deli items and cookies as well , but i just ca n't tear myself away from the bagels !",bagels,neutral
those waiting inside to get a free table and waitresses carlessly walking by only served to make matters worse .,waiting,neutral
those waiting inside to get a free table and waitresses carlessly walking by only served to make matters worse .,table,positive
"downstairs is an entirely different scene : there 's a fireplace with sofas and comfy chairs set around it , and a bar off to the side .",downstairs,positive
"downstairs is an entirely different scene : there 's a fireplace with sofas and comfy chairs set around it , and a bar off to the side .",chairs,positive
"downstairs is an entirely different scene : there 's a fireplace with sofas and comfy chairs set around it , and a bar off to the side .",bar,neutral
i understand its a very busy night of the week but it is unacceptable that i was hung up on by the hostess twice ( i also called back and she refused to answer the phone for 15 minutes ) and was told that i should have picked up my food instead of having it delivered .,hostess,negative
i understand its a very busy night of the week but it is unacceptable that i was hung up on by the hostess twice ( i also called back and she refused to answer the phone for 15 minutes ) and was told that i should have picked up my food instead of having it delivered .,food,neutral
the attention to detail whether it 's decor or service or menu made us feel fortunate to be part of the camino sur dining experience .,decor,positive
the attention to detail whether it 's decor or service or menu made us feel fortunate to be part of the camino sur dining experience .,service,positive
the attention to detail whether it 's decor or service or menu made us feel fortunate to be part of the camino sur dining experience .,menu,positive
the attention to detail whether it 's decor or service or menu made us feel fortunate to be part of the camino sur dining experience .,dining,neutral
"service was ok , took a while to order even drinks .",service,positive
"service was ok , took a while to order even drinks .",drinks,neutral
"if i had a car , i 'd go there more often , but i live 35 blocks away and do n't trust carrying pastries home on the bumpy crowded b41 busline .",pastries,neutral
"if i had a car , i 'd go there more often , but i live 35 blocks away and do n't trust carrying pastries home on the bumpy crowded b41 busline .",busline,negative
"the menu is prix fixe , so be prepared to spend at least $ 60 per person , but it is well worth itsuperb food .",menu,negative
"the menu is prix fixe , so be prepared to spend at least $ 60 per person , but it is well worth itsuperb food .",food,positive
"the deli - diner - soul - food menu , featuring everything from matzo balls to barbecued chicken and ribs to 10-ounce burgers , is available until late .",menu,positive
"the deli - diner - soul - food menu , featuring everything from matzo balls to barbecued chicken and ribs to 10-ounce burgers , is available until late .","barbecued, chicken",neutral
nice ambience and bar while waiting for a table .,ambience,positive
nice ambience and bar while waiting for a table .,bar,positive
nice ambience and bar while waiting for a table .,table,neutral
go for brunch - it 's sure to please for those who like their eggs spicy !,brunch,neutral
go for brunch - it 's sure to please for those who like their eggs spicy !,eggs,positive
"i have had occasion to go to this establishment several times - a few times for dinner , and once for saturday dimsum , and i must say that while i felt slightly intimidated by the fact that i was one of the few non chinese speakers there , the food was rather good .",dinner,neutral
"i have had occasion to go to this establishment several times - a few times for dinner , and once for saturday dimsum , and i must say that while i felt slightly intimidated by the fact that i was one of the few non chinese speakers there , the food was rather good .",dimsum,neutral
"i have had occasion to go to this establishment several times - a few times for dinner , and once for saturday dimsum , and i must say that while i felt slightly intimidated by the fact that i was one of the few non chinese speakers there , the food was rather good .",food,positive
particularly good is the chicken verde burrito with a refreshingly spicy salsa that avoids the heat overkill .,"chicken, verde, burrito",positive
particularly good is the chicken verde burrito with a refreshingly spicy salsa that avoids the heat overkill .,overkill,negative
"the scene there are two distinct personalities to the place : the loud , seemingly always - crowded bar with hanging paper decorations and dim lighting , and the two main dining areas , where the noise level and decor is notably more subdued .",bar,negative
"the scene there are two distinct personalities to the place : the loud , seemingly always - crowded bar with hanging paper decorations and dim lighting , and the two main dining areas , where the noise level and decor is notably more subdued .","two, main, dining",neutral
"the scene there are two distinct personalities to the place : the loud , seemingly always - crowded bar with hanging paper decorations and dim lighting , and the two main dining areas , where the noise level and decor is notably more subdued .","noise, level",negative
try a traditional latin favorite like arroz con pollo ( yellow rice w/ chicken red bell pepper ) but meat lovers should definitely not miss out on the churrasco !,latin,neutral
try a traditional latin favorite like arroz con pollo ( yellow rice w/ chicken red bell pepper ) but meat lovers should definitely not miss out on the churrasco !,"yellow, rice, w/, chicken, red, bell, pepper",positive
try a traditional latin favorite like arroz con pollo ( yellow rice w/ chicken red bell pepper ) but meat lovers should definitely not miss out on the churrasco !,meat,positive
try a traditional latin favorite like arroz con pollo ( yellow rice w/ chicken red bell pepper ) but meat lovers should definitely not miss out on the churrasco !,churrasco,positive
"the service was okay , fast seating ( for two ) , looked like a group nearby had been there a long time .",seating,positive
"the service was okay , fast seating ( for two ) , looked like a group nearby had been there a long time .",time,negative
"the service was warm , but it took forever to get the check .",service,positive
"the service was warm , but it took forever to get the check .",check,negative
"we had to ask for water even after we were asked what type we preferred , and then the busboy spilled it while he was pouring it out .",water,neutral
"we had to ask for water even after we were asked what type we preferred , and then the busboy spilled it while he was pouring it out .",busboy,negative
this newly opened restaurant is another one of those indian places that has a hugely promising menu and a greatly disappointing food .,menu,positive
this newly opened restaurant is another one of those indian places that has a hugely promising menu and a greatly disappointing food .,food,negative
"if you go for lunch as we did , get there when they open as seating is fairly limited .",lunch,neutral
"if you go for lunch as we did , get there when they open as seating is fairly limited .",seating,negative
"too bad that the 2 sushi chefs have become a bit too busy to chat away with the guests at the counter , but they try and hey , we are here for the food ! ! !",counter,neutral
"too bad that the 2 sushi chefs have become a bit too busy to chat away with the guests at the counter , but they try and hey , we are here for the food ! ! !",food,positive
as an appetizer we had some amazing citrus shrimp and for our main courses we each got a pasta dish .,appetizer,neutral
as an appetizer we had some amazing citrus shrimp and for our main courses we each got a pasta dish .,"citrus, shrimp",positive
as an appetizer we had some amazing citrus shrimp and for our main courses we each got a pasta dish .,"pasta, dish",neutral
their food is delicious and they send you cut up oranges to cleanse your palate after dinner which is a very nice touch .,food,positive
their food is delicious and they send you cut up oranges to cleanse your palate after dinner which is a very nice touch .,dinner,neutral
"each table has a pot of boiling water sunken into its surface , and you get platters of thin sliced meats , various vegetables , and rice and glass noodles .","pot, of, boiling, water",neutral
"each table has a pot of boiling water sunken into its surface , and you get platters of thin sliced meats , various vegetables , and rice and glass noodles .",platters,neutral
"each table has a pot of boiling water sunken into its surface , and you get platters of thin sliced meats , various vegetables , and rice and glass noodles .",meats,neutral
"each table has a pot of boiling water sunken into its surface , and you get platters of thin sliced meats , various vegetables , and rice and glass noodles .",vegetables,positive
"each table has a pot of boiling water sunken into its surface , and you get platters of thin sliced meats , various vegetables , and rice and glass noodles .",rice,neutral
"each table has a pot of boiling water sunken into its surface , and you get platters of thin sliced meats , various vegetables , and rice and glass noodles .","glass, noodles",neutral
"not the best ambience and the service is sometimes just mediocre , but the quality of the food is incredible .",ambience,negative
"not the best ambience and the service is sometimes just mediocre , but the quality of the food is incredible .",service,negative
"not the best ambience and the service is sometimes just mediocre , but the quality of the food is incredible .",food,positive
"the hostess was inefficiently seating people and disappeared for minutes at a time , letting the line grow to 15 + people waiting to put their names on the list .",hostess,negative
"the hostess was inefficiently seating people and disappeared for minutes at a time , letting the line grow to 15 + people waiting to put their names on the list .",seating,neutral
"the hostess was inefficiently seating people and disappeared for minutes at a time , letting the line grow to 15 + people waiting to put their names on the list .",waiting,neutral
"the scene vintage suitcases and black - and - white photos of old ocean liners evoke the golden age of travel in the front bar , where a worldly clientele sips cocktails around a flickering faux fireplace .",scene,neutral
"the scene vintage suitcases and black - and - white photos of old ocean liners evoke the golden age of travel in the front bar , where a worldly clientele sips cocktails around a flickering faux fireplace .",bar,neutral
